id,disk,offset,jp,en
s_011126,Alshark (Ending disk).hdm,0x111234,"ワｷ#聽A_","[UNTRANSLATED]"
s_011128,Alshark (Ending disk).hdm,0x11141A,"滂O|O三","[UNTRANSLATED]"
s_011129,Alshark (Ending disk).hdm,0x1114DB,"背ﾑsｱ涬Q","[UNTRANSLATED]"
s_011131,Alshark (Ending disk).hdm,0x111830,"権_ｿ悛ｿ_Oｿ","[UNTRANSLATED]"
s_011132,Alshark (Ending disk).hdm,0x111873,"疎設ｺwｯT","[UNTRANSLATED]"
s_011134,Alshark (Ending disk).hdm,0x1118F1,"逝1甍`e","[UNTRANSLATED]"
s_011135,Alshark (Ending disk).hdm,0x111938,"娼尋(*ﾏ<ﾏｨNﾏ`ﾃｶ","[UNTRANSLATED]"
s_011136,Alshark (Ending disk).hdm,0x111992,"膓催ｦmP","[UNTRANSLATED]"
s_011138,Alshark (Ending disk).hdm,0x111AC7,"釡ｶ､泚ｻ","[UNTRANSLATED]"
s_011139,Alshark (Ending disk).hdm,0x111CF8,"耨ﾀﾜp袿","[UNTRANSLATED]"
s_011140,Alshark (Ending disk).hdm,0x111F20,"鰉ﾊｲ2進","[UNTRANSLATED]"
s_011143,Alshark (Ending disk).hdm,0x112196,"粢ｿk褄ｵb","[UNTRANSLATED]"
s_011145,Alshark (Ending disk).hdm,0x1123E3,"撞｢@]線","[UNTRANSLATED]"
s_011146,Alshark (Ending disk).hdm,0x11265F,"鰀ﾆDﾄ倥","[UNTRANSLATED]"
s_011147,Alshark (Ending disk).hdm,0x11275F,"尖漓w@CD@","[UNTRANSLATED]"
s_011148,Alshark (Ending disk).hdm,0x112AAA,"ぼQ2ﾕr 猯p","[UNTRANSLATED]"
s_011149,Alshark (Ending disk).hdm,0x112B7E,"┬0|硼ｾﾂﾜ牒ﾀ*ﾐ","[UNTRANSLATED]"
s_011150,Alshark (Ending disk).hdm,0x112E6F,"暮( D･蝌Q","[UNTRANSLATED]"
s_011152,Alshark (Ending disk).hdm,0x112FD3,"鞣ｨﾐ!磊","[UNTRANSLATED]"
s_011153,Alshark (Ending disk).hdm,0x113229,"蜷`V1狒0p","[UNTRANSLATED]"
s_011154,Alshark (Ending disk).hdm,0x11323F,"銷禛TCwC｣0x","[UNTRANSLATED]"
s_011155,Alshark (Ending disk).hdm,0x1133D1,"β濂燥P;ﾐ･","[UNTRANSLATED]"
s_011157,Alshark (Ending disk).hdm,0x1134D2,"爛｡-燈｣yｰ","[UNTRANSLATED]"
s_011158,Alshark (Ending disk).hdm,0x1134EB,"つ脉@&wA`","[UNTRANSLATED]"
s_011160,Alshark (Ending disk).hdm,0x113C0F,"諮x｡!&戝}ﾐ+","[UNTRANSLATED]"
s_011161,Alshark (Ending disk).hdm,0x113D2E,"竡b`鉐ﾟ'rM","[UNTRANSLATED]"
s_011162,Alshark (Ending disk).hdm,0x113E19,"妓ｷ｡W譯C","[UNTRANSLATED]"
s_011164,Alshark (Ending disk).hdm,0x114037,"罅阻i0/6","[UNTRANSLATED]"
s_011165,Alshark (Ending disk).hdm,0x11405C,"溽鴿kAｽ","[UNTRANSLATED]"
s_011166,Alshark (Ending disk).hdm,0x114114,"燒厨ｾZ0","[UNTRANSLATED]"
s_011168,Alshark (Ending disk).hdm,0x114D8F,"寧ci殞n","[UNTRANSLATED]"
s_011170,Alshark (Ending disk).hdm,0x114ED3,"惚7gﾗｳC供","[UNTRANSLATED]"
s_011171,Alshark (Ending disk).hdm,0x114FBB,"癈ｧ旬ﾀｿR","[UNTRANSLATED]"
s_011172,Alshark (Ending disk).hdm,0x115151,"窺咫:p'A","[UNTRANSLATED]"
s_011173,Alshark (Ending disk).hdm,0x1152B6,"庵ｼ縣ﾉR","[UNTRANSLATED]"
s_011174,Alshark (Ending disk).hdm,0x11538D,"ぢp｡1角","[UNTRANSLATED]"
s_011176,Alshark (Ending disk).hdm,0x115577,"圖Cﾀ簔0","[UNTRANSLATED]"
s_011177,Alshark (Ending disk).hdm,0x1156B3,"翠ｴ餘.｡aﾐ","[UNTRANSLATED]"
s_011178,Alshark (Ending disk).hdm,0x115987,"潯ﾐﾜﾀ>ﾊ提","[UNTRANSLATED]"
s_011179,Alshark (Ending disk).hdm,0x115ADF,"朧ﾂqH,斥?ﾝ?","[UNTRANSLATED]"
s_011180,Alshark (Ending disk).hdm,0x115BA6,"飢ﾇｯ娜^","[UNTRANSLATED]"
s_011181,Alshark (Ending disk).hdm,0x115C60,"腋ﾒ`逐&","[UNTRANSLATED]"
s_011183,Alshark (Ending disk).hdm,0x115CE1,"鉦ﾘﾜﾀwﾘ鴦ﾊ","[UNTRANSLATED]"
s_011184,Alshark (Ending disk).hdm,0x115EF1,"聰~ﾑ昮ﾖｵ","[UNTRANSLATED]"
s_011185,Alshark (Ending disk).hdm,0x115F44,"燵腿ﾊ@D","[UNTRANSLATED]"
s_011186,Alshark (Ending disk).hdm,0x116183,"画1cBﾆ懸G","[UNTRANSLATED]"
s_011187,Alshark (Ending disk).hdm,0x1161D6,"聢ｸp歛cAｰxS","[UNTRANSLATED]"
s_011188,Alshark (Ending disk).hdm,0x1161F6,"倹N@瓔p3","[UNTRANSLATED]"
s_011189,Alshark (Ending disk).hdm,0x116311,"磔簔ﾅhｰ","[UNTRANSLATED]"
s_011191,Alshark (Ending disk).hdm,0x11649A,"約｣0鑈E","[UNTRANSLATED]"
s_011193,Alshark (Ending disk).hdm,0x116512,"ァ譟ﾘｰaﾃ","[UNTRANSLATED]"
s_011194,Alshark (Ending disk).hdm,0x11658B,"ぜ狹pﾁ*","[UNTRANSLATED]"
s_011196,Alshark (Ending disk).hdm,0x11666E,"煬｡ﾉ1ｳa ゝe@ｼa","[UNTRANSLATED]"
s_011197,Alshark (Ending disk).hdm,0x1167B1,"浤ﾏ梶uA","[UNTRANSLATED]"
s_011198,Alshark (Ending disk).hdm,0x1168D0,"咩{}>雷","[UNTRANSLATED]"
s_011199,Alshark (Ending disk).hdm,0x11697B,"ま!eﾁﾚｴｴ莨ｱ^ｾﾂｳ","[UNTRANSLATED]"
s_011200,Alshark (Ending disk).hdm,0x116A18,"睡ﾃ疳ｸﾜn","[UNTRANSLATED]"
s_011201,Alshark (Ending disk).hdm,0x116A4F,"択≡爰ﾀｸ~Rｰ#","[UNTRANSLATED]"
s_011204,Alshark (Ending disk).hdm,0x116CB3,"溟xｼﾜⅳ炯A","[UNTRANSLATED]"
s_011205,Alshark (Ending disk).hdm,0x116DCA,"綏/臧/z*","[UNTRANSLATED]"
s_011208,Alshark (Ending disk).hdm,0x117181,"栴ｰﾊvヽﾔv","[UNTRANSLATED]"
s_011209,Alshark (Ending disk).hdm,0x117589,"柿ﾕp迥ﾆ","[UNTRANSLATED]"
s_011211,Alshark (Ending disk).hdm,0x117922,"洗lｰ塚犧p>","[UNTRANSLATED]"
s_011214,Alshark (Ending disk).hdm,0x117CE2,"傑ﾆﾃ碵px","[UNTRANSLATED]"
s_011215,Alshark (Ending disk).hdm,0x117E64,"黛=ｱｳ痿ｶq$","[UNTRANSLATED]"
s_011216,Alshark (Ending disk).hdm,0x117EEA,"ぃﾑﾐ鑞v!6V","[UNTRANSLATED]"
s_011217,Alshark (Ending disk).hdm,0x1180C3,"瀉ゞﾑfAﾔ","[UNTRANSLATED]"
s_011219,Alshark (Ending disk).hdm,0x11813A,"逝ﾒ_瑾ﾐ","[UNTRANSLATED]"
s_011221,Alshark (Ending disk).hdm,0x1181B4,"飯ﾀﾆ蔟ﾒ","[UNTRANSLATED]"
s_011222,Alshark (Ending disk).hdm,0x11870E,"韜O渹ﾚ@","[UNTRANSLATED]"
s_011223,Alshark (Ending disk).hdm,0x1187DD,"煎0p犁A","[UNTRANSLATED]"
s_011224,Alshark (Ending disk).hdm,0x118B78,"咥ｺﾏﾌﾏﾞﾊ顏|","[UNTRANSLATED]"
s_011225,Alshark (Ending disk).hdm,0x118DCA,"分GY{vig瀇_N!","[UNTRANSLATED]"
s_011226,Alshark (Ending disk).hdm,0x119130,"ダ廟ｧRｽ","[UNTRANSLATED]"
s_011227,Alshark (Ending disk).hdm,0x1193F3,"莟`!瑣""","[UNTRANSLATED]"
s_011228,Alshark (Ending disk).hdm,0x119A52,"占ｱ#@嗔","[UNTRANSLATED]"
s_011229,Alshark (Ending disk).hdm,0x119BB3,"亜qﾋ8櫟","[UNTRANSLATED]"
s_011230,Alshark (Ending disk).hdm,0x119CB1,"質#ｿ5ｵNｯ`ｯrｯ┗ｼ民ｨｫH","[UNTRANSLATED]"
s_011231,Alshark (Ending disk).hdm,0x119D11,"碑 5BT羈","[UNTRANSLATED]"
s_011232,Alshark (Ending disk).hdm,0x119EF8,"溽h信ｵQq","[UNTRANSLATED]"
s_011233,Alshark (Ending disk).hdm,0x119F3B,"巒ﾋHﾋ@A咫 ﾊ","[UNTRANSLATED]"
s_011234,Alshark (Ending disk).hdm,0x11A030,"鶸A濟/l ｨp ｯｰﾚ/","[UNTRANSLATED]"
s_011236,Alshark (Ending disk).hdm,0x11A4FB,"憫ｧｷQ掴","[UNTRANSLATED]"
s_011237,Alshark (Ending disk).hdm,0x11A566,"竈`靄*","[UNTRANSLATED]"
s_011238,Alshark (Ending disk).hdm,0x11A65E,"濮Lｭ狢","[UNTRANSLATED]"
s_011239,Alshark (Ending disk).hdm,0x11A6F1,"裄ｬP_蕩ﾋ T","[UNTRANSLATED]"
s_011240,Alshark (Ending disk).hdm,0x11A84E,"鋿*q_!ﾈP穡","[UNTRANSLATED]"
s_011241,Alshark (Ending disk).hdm,0x11A90D,"疵ｽ瞻q51","[UNTRANSLATED]"
s_011242,Alshark (Ending disk).hdm,0x11B0D4,"蘇@ｨWs彖","[UNTRANSLATED]"
s_011243,Alshark (Ending disk).hdm,0x11B168,"犾顎&Pk0E","[UNTRANSLATED]"
s_011244,Alshark (Ending disk).hdm,0x11B3F3,"挑ﾂyﾑ瑣","[UNTRANSLATED]"
s_011246,Alshark (Ending disk).hdm,0x11B944,"雕ﾏﾊﾏﾜﾍｿH神","[UNTRANSLATED]"
s_011248,Alshark (Ending disk).hdm,0x11C189,"戉ｯｻE或rｹｯ","[UNTRANSLATED]"
s_011252,Alshark (Ending disk).hdm,0x11CE84,"錙鷄ﾐa","[UNTRANSLATED]"
s_011253,Alshark (Ending disk).hdm,0x11D199,"宅B6玳","[UNTRANSLATED]"
s_011254,Alshark (Ending disk).hdm,0x11D1A6,"粧ｰ燭`aﾁh","[UNTRANSLATED]"
s_011255,Alshark (Ending disk).hdm,0x11D4A8,"症聶u`ﾀ0$","[UNTRANSLATED]"
s_011257,Alshark (Ending disk).hdm,0x11DD26,"琅莟0N0","[UNTRANSLATED]"
s_011259,Alshark (Ending disk).hdm,0x11DED6,"修wQ>叢","[UNTRANSLATED]"
s_011262,Alshark (Ending disk).hdm,0x11E112,"麾ﾐX怕s","[UNTRANSLATED]"
s_011263,Alshark (Ending disk).hdm,0x11E179,"溝昵ﾎ!S$7","[UNTRANSLATED]"
s_011265,Alshark (Ending disk).hdm,0x11E518,"懌炬ﾏｼX@","[UNTRANSLATED]"
s_011267,Alshark (Ending disk).hdm,0x11E688,"鳧艮･ﾟｩﾐ","[UNTRANSLATED]"
s_011268,Alshark (Ending disk).hdm,0x11E931,"ッ改>ＧA","[UNTRANSLATED]"
s_011269,Alshark (Ending disk).hdm,0x11E9FB,"爨1ﾀ逗r","[UNTRANSLATED]"
s_011271,Alshark (Ending disk).hdm,0x11F0C7,"痾ｾ爰ｱﾇB0ｱ","[UNTRANSLATED]"
s_011275,Alshark (Ending disk).hdm,0x11F631,"瓠$｡a蒸2","[UNTRANSLATED]"
s_011278,Alshark (Ending disk).hdm,0x11F98F,"瀨ｯO'ﾇ躊ｰ7","[UNTRANSLATED]"
s_011279,Alshark (Ending disk).hdm,0x11FACD,"鏖Kﾕｹ燵%","[UNTRANSLATED]"
s_011281,Alshark (Ending disk).hdm,0x11FBA9,"霻U`倭E","[UNTRANSLATED]"
s_011282,Alshark (Ending disk).hdm,0x11FECE,"猾5ﾟ痊","[UNTRANSLATED]"
s_011284,Alshark (Ending disk).hdm,0x12002C,"碌翩ﾏﾟe1","[UNTRANSLATED]"
s_011285,Alshark (Ending disk).hdm,0x12004E,"緋qｬWC秕","[UNTRANSLATED]"
s_011287,Alshark (Ending disk).hdm,0x120556,"唇｢OｴOﾆOﾘO鶲ﾞｹ?","[UNTRANSLATED]"
s_011288,Alshark (Ending disk).hdm,0x1206B3,"倫ｩﾏｻﾏﾍﾏｰｾ鋓ﾇﾐ","[UNTRANSLATED]"
s_011290,Alshark (Ending disk).hdm,0x120AB9,"煌@0|瞋`ｯ","[UNTRANSLATED]"
s_011294,Alshark (Ending disk).hdm,0x121305,"鉙:}`畫ﾀ","[UNTRANSLATED]"
s_011295,Alshark (Ending disk).hdm,0x12138A,"念ｦOｸOﾊOﾜO瑢Z","[UNTRANSLATED]"
s_011296,Alshark (Ending disk).hdm,0x1213C2,"穣ﾐ-犖0ｹ","[UNTRANSLATED]"
s_011297,Alshark (Ending disk).hdm,0x1215B7,"進ｰﾙ燬ﾒ","[UNTRANSLATED]"
s_011299,Alshark (Ending disk).hdm,0x121753,"瑾R椡ｰ｢K","[UNTRANSLATED]"
s_011300,Alshark (Ending disk).hdm,0x121875,"粧｡ﾄ錝$R･","[UNTRANSLATED]"
s_011301,Alshark (Ending disk).hdm,0x121921,"醫暃ﾐ｡ﾀ","[UNTRANSLATED]"
s_011302,Alshark (Ending disk).hdm,0x1219FA,"鰕ﾒ｣D俗","[UNTRANSLATED]"
s_011303,Alshark (Ending disk).hdm,0x121A38,"泚ｻ硺s_","[UNTRANSLATED]"
s_011305,Alshark (Ending disk).hdm,0x121DB2,"祚ﾀﾐﾀ､｡竢","[UNTRANSLATED]"
s_011306,Alshark (Ending disk).hdm,0x121DE7,"漾P｣;Pｧﾐｼ 訐","[UNTRANSLATED]"
s_011307,Alshark (Ending disk).hdm,0x121E68,"腋ﾏ耘x<","[UNTRANSLATED]"
s_011308,Alshark (Ending disk).hdm,0x1220AA,"弐軅ﾇﾏｯ","[UNTRANSLATED]"
s_011309,Alshark (Ending disk).hdm,0x122352,"酔 ｳ`|琅I","[UNTRANSLATED]"
s_011310,Alshark (Ending disk).hdm,0x1223CA,"爍wﾞｹw笄","[UNTRANSLATED]"
s_011311,Alshark (Ending disk).hdm,0x122454,"會竭phﾀJ","[UNTRANSLATED]"
s_011312,Alshark (Ending disk).hdm,0x1224EF,"碩a韻Ｖ","[UNTRANSLATED]"
s_011314,Alshark (Ending disk).hdm,0x1228F6,"習旭ﾂx","[UNTRANSLATED]"
s_011315,Alshark (Ending disk).hdm,0x122A68,"萠ﾀfﾏ疹","[UNTRANSLATED]"
s_011316,Alshark (Ending disk).hdm,0x122C42,"槨ｰﾟｴ艾hP","[UNTRANSLATED]"
s_011317,Alshark (Ending disk).hdm,0x122F27,"植1f!侠E@ｿ?","[UNTRANSLATED]"
s_011319,Alshark (Ending disk).hdm,0x1234B0,"滿臉ｪTｩUｹ","[UNTRANSLATED]"
s_011320,Alshark (Ending disk).hdm,0x123569,"拝螻PｨP","[UNTRANSLATED]"
s_011321,Alshark (Ending disk).hdm,0x123656,"耡V･ﾐ澗","[UNTRANSLATED]"
s_011322,Alshark (Ending disk).hdm,0x12375C,"涸ｽ蘯6A","[UNTRANSLATED]"
s_011323,Alshark (Ending disk).hdm,0x123883,"故ﾎﾆ跚B7","[UNTRANSLATED]"
s_011324,Alshark (Ending disk).hdm,0x123A0F,"鈩ｰ~諌?","[UNTRANSLATED]"
s_011325,Alshark (Ending disk).hdm,0x123C64,"獵09n矜","[UNTRANSLATED]"
s_011326,Alshark (Ending disk).hdm,0x123D28,"懺靫ﾎ;4","[UNTRANSLATED]"
s_011327,Alshark (Ending disk).hdm,0x123D77,"炙ｫ熬ﾀﾀ","[UNTRANSLATED]"
s_011329,Alshark (Ending disk).hdm,0x123FF1,"γ瀾,ﾅ衲ﾏ","[UNTRANSLATED]"
s_011331,Alshark (Ending disk).hdm,0x1240F5,"笙線ﾏ@TﾁFﾀ","[UNTRANSLATED]"
s_011332,Alshark (Ending disk).hdm,0x12449B,"懶杲ﾝﾜｮ","[UNTRANSLATED]"
s_011333,Alshark (Ending disk).hdm,0x124577,"琲ﾕ鰈ｾﾀ","[UNTRANSLATED]"
s_011335,Alshark (Ending disk).hdm,0x1248E3,"姫ﾉﾐ徨UｨG?","[UNTRANSLATED]"
s_011336,Alshark (Ending disk).hdm,0x124ABB,"唸ｺ<ｼ糘","[UNTRANSLATED]"
s_011338,Alshark (Ending disk).hdm,0x124BEB,"濆P淬ﾋｲKﾀPﾀ","[UNTRANSLATED]"
s_011340,Alshark (Ending disk).hdm,0x124D46,"猝P6涬?ﾀQ","[UNTRANSLATED]"
s_011342,Alshark (Ending disk).hdm,0x124F2A,"瓠3狹ﾀﾟ#","[UNTRANSLATED]"
s_011344,Alshark (Ending disk).hdm,0x1250B6,"襞ﾒBﾟh盥","[UNTRANSLATED]"
s_011345,Alshark (Ending disk).hdm,0x1251E7,"炬楞ⅵp","[UNTRANSLATED]"
s_011348,Alshark (Ending disk).hdm,0x125384,"粃ﾂAっﾑ","[UNTRANSLATED]"
s_011349,Alshark (Ending disk).hdm,0x12542B,"佇瑩qﾟp1 ! ｫ","[UNTRANSLATED]"
s_011350,Alshark (Ending disk).hdm,0x1254CB,"臣>ⅸo馞}|","[UNTRANSLATED]"
s_011351,Alshark (Ending disk).hdm,0x125591,"跼5rQ狒","[UNTRANSLATED]"
s_011352,Alshark (Ending disk).hdm,0x125753,"斛f黔ｳy?ｻYｼ]ｼ]yQ","[UNTRANSLATED]"
s_011355,Alshark (Ending disk).hdm,0x125847,"淹軫ﾀSｰ","[UNTRANSLATED]"
s_011356,Alshark (Ending disk).hdm,0x125990,"渟ﾐ瑟ｫ`","[UNTRANSLATED]"
s_011359,Alshark (Ending disk).hdm,0x125BB4,"跂ﾁﾃ勝ﾗｴ","[UNTRANSLATED]"
s_011360,Alshark (Ending disk).hdm,0x126211,"観慫ｮﾏﾀﾈ","[UNTRANSLATED]"
s_011361,Alshark (Ending disk).hdm,0x126307,"扈\0癌@","[UNTRANSLATED]"
s_011362,Alshark (Ending disk).hdm,0x1265CC,"瑩ﾈﾄ瑩08","[UNTRANSLATED]"
s_011363,Alshark (Ending disk).hdm,0x126648,"搓ﾍｿﾎ踐","[UNTRANSLATED]"
s_011364,Alshark (Ending disk).hdm,0x126662,"症胝\ｨP","[UNTRANSLATED]"
s_011366,Alshark (Ending disk).hdm,0x1267AD,"瑩}m~･ぱ","[UNTRANSLATED]"
s_011368,Alshark (Ending disk).hdm,0x126822,"隝｣ｿ昕ﾇｶ","[UNTRANSLATED]"
s_011370,Alshark (Ending disk).hdm,0x12697F,"浹湜i@Tﾁ","[UNTRANSLATED]"
s_011371,Alshark (Ending disk).hdm,0x126AB0,"蓆PYﾙｻ3w琦o","[UNTRANSLATED]"
s_011372,Alshark (Ending disk).hdm,0x126B46,"耘鉞ﾆﾀﾄ0\ﾑ","[UNTRANSLATED]"
s_011373,Alshark (Ending disk).hdm,0x126C16,"月沾?1v","[UNTRANSLATED]"
s_011374,Alshark (Ending disk).hdm,0x126C6A,"叨ｹﾟｳｲtd蒻 ﾌ","[UNTRANSLATED]"
s_011375,Alshark (Ending disk).hdm,0x126E3B,"罅賞Pｴ'ﾞ","[UNTRANSLATED]"
s_011376,Alshark (Ending disk).hdm,0x127125,"以絜ｧﾘq","[UNTRANSLATED]"
s_011378,Alshark (Ending disk).hdm,0x127463,"渙ﾊﾄ喝Bｰ","[UNTRANSLATED]"
s_011383,Alshark (Ending disk).hdm,0x1278CD,"恕刈`｢A","[UNTRANSLATED]"
s_011384,Alshark (Ending disk).hdm,0x127924,"煬ｯ椡ｯﾂｯﾔｯ","[UNTRANSLATED]"
s_011385,Alshark (Ending disk).hdm,0x1279AE,"鈬[ﾂ狢|pﾀ","[UNTRANSLATED]"
s_011387,Alshark (Ending disk).hdm,0x127C9C,"胚r2R聰ﾀｿﾃ","[UNTRANSLATED]"
s_011388,Alshark (Ending disk).hdm,0x127E7F,"碓娑ｭOJ","[UNTRANSLATED]"
s_011389,Alshark (Ending disk).hdm,0x127FEA,"嬌ｷ4qﾊ俿","[UNTRANSLATED]"
s_011390,Alshark (Ending disk).hdm,0x1280A1,"机Aｰ吹/","[UNTRANSLATED]"
s_011392,Alshark (Ending disk).hdm,0x12822A,"勝ｿﾗ浸2","[UNTRANSLATED]"
s_011394,Alshark (Ending disk).hdm,0x128310,"鱆ﾅｵポｽ鶴ﾏ[ﾉ","[UNTRANSLATED]"
s_011395,Alshark (Ending disk).hdm,0x1284A5,"鄲処p｡","[UNTRANSLATED]"
s_011396,Alshark (Ending disk).hdm,0x128799,"瑩?ｽｻｳ肭","[UNTRANSLATED]"
s_011397,Alshark (Ending disk).hdm,0x1287A3,"獪旨ﾐ≒","[UNTRANSLATED]"
s_011398,Alshark (Ending disk).hdm,0x1288ED,"署ﾐ鄙a17","[UNTRANSLATED]"
s_011399,Alshark (Ending disk).hdm,0x128917,"脊@ｼOﾎO澎ﾔﾀUﾗp","[UNTRANSLATED]"
s_011400,Alshark (Ending disk).hdm,0x1289DD,"鐐s澄T1</q","[UNTRANSLATED]"
s_011402,Alshark (Ending disk).hdm,0x128BF3,"矼崧ZmfｿnA","[UNTRANSLATED]"
s_011403,Alshark (Ending disk).hdm,0x128E29,"邵仟Q｡","[UNTRANSLATED]"
s_011405,Alshark (Ending disk).hdm,0x128ED0,"鼻偸ｲｲｰⅰ","[UNTRANSLATED]"
s_011407,Alshark (Ending disk).hdm,0x128FBE,"燠P|羊","[UNTRANSLATED]"
s_011408,Alshark (Ending disk).hdm,0x1290BB,"唇ﾑ!矣","[UNTRANSLATED]"
s_011409,Alshark (Ending disk).hdm,0x1291A7,"黑ﾜ垠5-","[UNTRANSLATED]"
s_011410,Alshark (Ending disk).hdm,0x1291B4,"鱒＼$ !>ｾy篩ﾏ","[UNTRANSLATED]"
s_011411,Alshark (Ending disk).hdm,0x1292DB,"韲ﾜ>叢x","[UNTRANSLATED]"
s_011412,Alshark (Ending disk).hdm,0x12939F,"蚪R1ｰ7滷>","[UNTRANSLATED]"
s_011415,Alshark (Ending disk).hdm,0x1295E7,"漾p`濤ｼ","[UNTRANSLATED]"
s_011419,Alshark (Ending disk).hdm,0x129A08,"沁 t`贈","[UNTRANSLATED]"
s_011420,Alshark (Ending disk).hdm,0x129C1A,"豎ﾘz｡耙$a","[UNTRANSLATED]"
s_011421,Alshark (Ending disk).hdm,0x129CD7,"犖1｢ 皛ﾛ","[UNTRANSLATED]"
s_011422,Alshark (Ending disk).hdm,0x129D7E,"糘T蝉5p","[UNTRANSLATED]"
s_011423,Alshark (Ending disk).hdm,0x129F75,"捶匍D ｿ`ﾏﾐ","[UNTRANSLATED]"
s_011424,Alshark (Ending disk).hdm,0x129FFB,"噸籬brｲ｢㍑ ﾟ","[UNTRANSLATED]"
s_011425,Alshark (Ending disk).hdm,0x12A095,"辣87ｰ)髪ｦｯｸｯﾊｯ2ｾﾆｲ","[UNTRANSLATED]"
s_011428,Alshark (Ending disk).hdm,0x12A345,"韵ﾟI`ﾜqr卍ｽ","[UNTRANSLATED]"
s_011430,Alshark (Ending disk).hdm,0x12A6C7,"酌ﾟ{ｱ傴oVｯhｯ","[UNTRANSLATED]"
s_011431,Alshark (Ending disk).hdm,0x12A80D,"盜ヤ1""ｾ6","[UNTRANSLATED]"
s_011432,Alshark (Ending disk).hdm,0x12A9BC,"煕璧ﾖｘ3\","[UNTRANSLATED]"
s_011435,Alshark (Ending disk).hdm,0x12AE97,"斬ﾋp印","[UNTRANSLATED]"
s_011436,Alshark (Ending disk).hdm,0x12AF53,"杷c|懆ｰ","[UNTRANSLATED]"
s_011437,Alshark (Ending disk).hdm,0x12AF90,"銧<簑ｰ","[UNTRANSLATED]"
s_011438,Alshark (Ending disk).hdm,0x12B0B4,"綷ｷﾛ咊ﾗ","[UNTRANSLATED]"
s_011439,Alshark (Ending disk).hdm,0x12B3B8,"ス纊ｻﾋ6`","[UNTRANSLATED]"
s_011440,Alshark (Ending disk).hdm,0x12B4C3,"焏ﾂﾅr2ﾛpｯ潺 b","[UNTRANSLATED]"
s_011441,Alshark (Ending disk).hdm,0x12B702,"処･椹@>o","[UNTRANSLATED]"
s_011442,Alshark (Ending disk).hdm,0x12B7DE,"磋78囘D2","[UNTRANSLATED]"
s_011443,Alshark (Ending disk).hdm,0x12BBB7,"衂E珀0ﾀsp","[UNTRANSLATED]"
s_011446,Alshark (Ending disk).hdm,0x12BE1E,"Ｐ俳ｦoﾀｸoﾊoﾜo綷","[UNTRANSLATED]"
s_011447,Alshark (Ending disk).hdm,0x12C146,"登･oｷoﾉoﾛo卲","[UNTRANSLATED]"
s_011448,Alshark (Ending disk).hdm,0x12C302,"焜ｿeﾏwﾏ両","[UNTRANSLATED]"
s_011449,Alshark (Ending disk).hdm,0x12C40B,"筱ﾂp`狢 ﾁ","[UNTRANSLATED]"
s_011450,Alshark (Ending disk).hdm,0x12C457,"滂ﾒ銧ﾖｱﾄ","[UNTRANSLATED]"
s_011452,Alshark (Ending disk).hdm,0x12C7E6,"際ﾇ巵･ﾐM","[UNTRANSLATED]"
s_011454,Alshark (Ending disk).hdm,0x12CA0F,"状翕⇔ｯﾞｯ","[UNTRANSLATED]"
s_011456,Alshark (Ending disk).hdm,0x12CBBB,"狢哈y0","[UNTRANSLATED]"
s_011459,Alshark (Ending disk).hdm,0x12CFC8,"瘴銛｡`ﾏ","[UNTRANSLATED]"
s_011460,Alshark (Ending disk).hdm,0x12D11F,"醯ｱﾜg沢o","[UNTRANSLATED]"
s_011461,Alshark (Ending disk).hdm,0x12D387,"促c眩1~ｯﾐﾘ","[UNTRANSLATED]"
s_011462,Alshark (Ending disk).hdm,0x12D3D5,"聶珮>GQ","[UNTRANSLATED]"
s_011464,Alshark (Ending disk).hdm,0x12D499,"煜#hﾎ仙｢","[UNTRANSLATED]"
s_011465,Alshark (Ending disk).hdm,0x12D682,"袮涯ｪnDﾑ","[UNTRANSLATED]"
s_011466,Alshark (Ending disk).hdm,0x12D691,"繝#ﾓ;瑢","[UNTRANSLATED]"
s_011467,Alshark (Ending disk).hdm,0x12D7BD,"砠{q眤Qp","[UNTRANSLATED]"
s_011468,Alshark (Ending disk).hdm,0x12D813,"狠畳Yﾐｫｰ","[UNTRANSLATED]"
s_011471,Alshark (Ending disk).hdm,0x12DBFA,"珮ﾑ0 dU 嬉","[UNTRANSLATED]"
s_011472,Alshark (Ending disk).hdm,0x12DC8F,"た｡Wｯ\ｴｫ$愈Qr]","[UNTRANSLATED]"
s_011474,Alshark (Ending disk).hdm,0x12DE2F,"愚ｯ_ﾋAD瀨ﾞﾓ","[UNTRANSLATED]"
s_011475,Alshark (Ending disk).hdm,0x12DE6A,"櫺XC曇","[UNTRANSLATED]"
s_011476,Alshark (Ending disk).hdm,0x12DEF4,"釵ﾘ@蠶b","[UNTRANSLATED]"
s_011477,Alshark (Ending disk).hdm,0x12E040,"蛯｡匈uﾑ","[UNTRANSLATED]"
s_011478,Alshark (Ending disk).hdm,0x12E1E7,"畝iB験÷ﾍｰJ0c","[UNTRANSLATED]"
s_011479,Alshark (Ending disk).hdm,0x12E30F,"陵褪yqatｿ0","[UNTRANSLATED]"
s_011480,Alshark (Ending disk).hdm,0x12E40C,"痼ﾀ0ﾞ""ﾏ鑈ﾗ/: 4 ｾ","[UNTRANSLATED]"
s_011481,Alshark (Ending disk).hdm,0x12E859,"沍靤ﾁﾇS K!","[UNTRANSLATED]"
s_011482,Alshark (Ending disk).hdm,0x12E89A,"跪靤[C~2PO_o0","[UNTRANSLATED]"
