id,disk,offsetHex,jp,old_en,new_en,method,confidence
s_001482,Alshark (System disk).hdm,0x08019C,"誰が！@俺ﾆﾊ、ｵﾏｴ達ｦ監視ｽﾙ義務がｱﾙﾝだﾖ！0_4$","[UNTRANSLATED]","Like hell! It's my duty to keep an eye on you!",byId,1.00
s_001483,Alshark (System disk).hdm,0x0801F4,"ドゥムナﾊ、どｺｶﾆ@何ﾗｶﾉ手がｶﾘｦ残ｼﾃﾙﾊずﾖ。0_4$","[UNTRANSLATED]","We-Dumnah must've left us a hint somewhere.",byId,1.00
s_001485,Alshark (System disk).hdm,0x080598,"最後ﾉ試練ﾅﾉだｶﾗ、ｷｯﾄ@今ﾏで以上ﾆ苦ｼﾒﾗﾚﾙﾜﾖ。0_4$","[UNTRANSLATED]","The final trial will be our hardest one yet.",byId,1.00
s_001488,Alshark (System disk).hdm,0x0812F8,"じ様、怒ﾝﾅｲﾉ。@ウェルダｻﾝﾓ言ｲ過ぎﾖ！0_4$","[UNTRANSLATED]","Joe, calm down. Werda, that's enough!",byId,1.00
s_001490,Alshark (System disk).hdm,0x08299E,"任ｾﾄｶﾝｶｲ。@ｲﾂでﾓ限界ﾏで3カスタム1ｼﾃﾔﾙぞｲ！","[UNTRANSLATED]","Just leave it to me. I'll tune it to the max!",byId,1.00
s_001494,Alshark (System disk).hdm,0x0511B2,"覚ｴﾃﾙﾖ。@だｯﾃ、スクラップでｲﾛﾝﾅ@ｵﾓﾁｬｦ作ｯﾃﾓﾗｯﾀｶﾗﾈ0_4$","[UNTRANSLATED]","I remember! You'd make me all sorts of toys from SCRAP.",byId,1.00
s_001496,Alshark (System disk).hdm,0x051CAB,"達ﾊ、隕石ﾉ落下地点ﾆ@6到着ｼﾀ。0?I","[UNTRANSLATED]","Arrived at the meteor crash site.",byId,1.00
s_001508,Alshark (System disk).hdm,0x055987,"失礼ｼﾏｼﾀﾈ、連邦ﾉｵ嬢ｻﾝﾓｳ、用事ﾊｽﾐﾏｼﾀｶﾗ、退散ｻｾﾃﾓﾗｲﾏｽﾖ。0?C","[UNTRANSLATED]","Pardon me, little miss Federation. My work here is done.",byId,1.00
s_001509,Alshark (System disk).hdm,0x059479,"待ｯﾃｸﾚﾝｶｨ0ｺｺｦ、飛びﾅがﾗ渡ﾛｳｯﾃ@ｲｳﾉｶ？0_6皆ﾉ視線が、$","[UNTRANSLATED]","Whoa, hold up. You want us to fly across this?",byId,1.00
s_001511,Alshark (System disk).hdm,0x05A4A1,"待ｯﾃｸﾚ。@俺ﾊ、ｵﾏｴ達ｦ始末ｽﾙﾖｳﾆ命令ｻﾚﾀだｹで‥‥‥0_4$","[UNTRANSLATED]","Wait! I was only ordered to take you out...",byId,1.00
s_001512,Alshark (System disk).hdm,0x05B4EE,"バカ言ｯﾃﾝじｬﾈｪ！@誰が、ｵﾏｴﾗﾅﾝｶﾆ・・・0_4$","[UNTRANSLATED]","Are you kidding me?! Lose to you punks...?",byId,1.00
s_001516,Alshark (System disk).hdm,0x05EC89,"疲ﾚﾃｲﾙ。@俺達ﾄ行動ｦ共ﾆｽﾙﾉﾊ、無理ｯﾃﾓﾝだ。0_4$","[UNTRANSLATED]","You're worn out. You'd only slow us down.",byId,1.00
s_001522,Alshark (System disk).hdm,0x061ACA,"眼ｶﾗ大粒ﾉ涙が止ﾒどﾅｸｱﾌ6ﾚﾃﾊ、ｺぼﾚ落ﾁﾙ。0_6$","[UNTRANSLATED]","Tears welled up and streamed from their eyes.",byId,1.00
s_001525,Alshark (System disk).hdm,0x0630A6,"アイテムショップ5ｲﾗｯｼｬ～ｧｲ。@何ﾆｼﾏｽｩ。?N","[UNTRANSLATED]","Item Shop! Welcome! What'll it be?",byId,1.00
s_001532,Alshark (System disk).hdm,0x065413,"ヤｰクｰ老師。@私ﾀﾁが、ｺｺｦ訪ﾚﾀﾉﾊ、@他でﾓｱﾘﾏｾﾝ。0_4$","[UNTRANSLATED]","Master Yaku. We've come here for one reason.",byId,1.00
s_001533,Alshark (System disk).hdm,0x065B48,"レバｰｦ手前ﾆ引ｲﾀ6が、何ｶｦ拒ﾑﾖｳﾆ、ｿﾚﾊ@6びｸﾄﾓｼﾅｶｯﾀ。0_4$","[UNTRANSLATED]","You pull the lever, but it refuses to budge.",byId,1.00
s_001535,Alshark (System disk).hdm,0x066A32,"成長ﾉ妨げﾆﾅﾙﾄ思ｯﾃｲﾀﾝだ。@‥‥ｿﾚが、ｺﾝﾅ結果ﾆﾅﾛｳﾄﾊ‥‥0_4$","[UNTRANSLATED]","I thought it would hold them back... I never imagined this.",byId,1.00
s_001538,Alshark (System disk).hdm,0x06877C,"分ｶｯﾀ。@要ｽﾙﾆ、イｰル王ｦ殺ｼﾁﾏｴば、ｲｲﾜｹだﾅ。@ﾔｯﾃﾔﾛｳじｬﾈｪｶ！0_4$","[UNTRANSLATED]","Got it. So all we gotta do is waste King Eele-Kose. Let's go",byId,1.00
s_001539,Alshark (System disk).hdm,0x06964D,"ホテルでﾉ一夜ﾊ、@46最悪でｱｯﾀ。0_4$","[UNTRANSLATED]","That was the worst night ever.",byId,1.00
s_001540,Alshark (System disk).hdm,0x069AE9,"攻撃ｦｶﾜｽﾄ、@6レイソｰドｦ横ﾍﾅｲだ。0_6ｿﾚｦ受ｹﾃ$","[UNTRANSLATED]","He dodged, then slashed with his Raysword.",byId,1.00
s_001541,Alshark (System disk).hdm,0x069CF2,"だが、命だｹﾊ助ｹﾃｸﾚｨ。@ﾜｼﾗﾆﾊ、ﾊﾀｻﾆｬｱﾅﾗﾝ使命がｱﾙﾝじｬ！！0?C","[UNTRANSLATED]","Just let us live! We... we have a mission to finish!",byId,1.00
s_001549,Alshark (System disk).hdm,0x06E460,"ザｰテｦ捕ﾗｴﾃｸﾙﾉだ0裏切ｯﾀﾄｷﾊ、ｱﾉ女ﾉ命ﾊ@ﾅｲﾄ思ｴ！0","[UNTRANSLATED]","Bring me Zate. Betray me, and the woman dies!",byId,1.00
s_001550,Alshark (System disk).hdm,0x06E7B8,"分ｶﾘﾏｼﾀ。@でﾊ、ｻｯｿｸ、惑星ヒュリスﾍ向ｶｳｺﾄﾆｼﾏｽ。0_4$","[UNTRANSLATED]","Yes, sir. I'll depart for Planet Hyuris right away.",byId,1.00
s_001551,Alshark (System disk).hdm,0x06E927,"待ﾁﾜびﾃｵｯﾀぞ。@ｼﾃ、ラミュｰﾉ手がｶﾘｦﾂｶﾑｺﾄﾊでｷﾀｶﾅ？0_4$","[UNTRANSLATED]","Ah, you've returned. What have you learned of Lamew?",byId,1.00
s_001554,Alshark (System disk).hdm,0x0729FB,"だﾖ？！@アトライアﾆ戻ｯﾃどｳｽﾝだ！0?I","[UNTRANSLATED]","Go back to the Atlia?! For what?!",byId,1.00
s_001561,Alshark (System disk).hdm,0x075CDB,"中ｶﾗ鉱ｦ取ﾘ@出ｽﾄ、十分ﾉ一ﾓ残ﾗﾈｪだﾛｳﾅ。0_4$","[UNTRANSLATED]","Once refined, there'll be barely 10% left.",byId,1.00
s_001562,Alshark (System disk).hdm,0x0760A3,"私が、ｵﾄﾅｼｸ君達ﾆキｰｦ@手渡ｽﾄでﾓ思ｯﾃｲﾀﾉｶ？0_4$","[UNTRANSLATED]","You thought I'd just give you the key?",byId,1.00
s_001564,Alshark (System disk).hdm,0x076C75,"自身ﾉ声ﾓ先ﾎどﾄﾊ、6ﾏﾙで違ｯﾃｲﾀ。@6戸惑ｳ$","[UNTRANSLATED]","His voice... it wasn't his own anymore.",byId,1.00
s_001565,Alshark (System disk).hdm,0x076D32,"ケｰスﾊ初ﾒﾃﾐﾀﾜ。@ｱﾉカｰマﾆﾓ、ﾀだﾅﾗﾇ力ｦ感じﾙﾉﾆ‥‥0_4$","[UNTRANSLATED]","I've never seen a case like this. That Karma's power was immense, but this...",byId,1.00
s_001566,Alshark (System disk).hdm,0x076DA2,"強ｲ力だ。@ﾏｻﾆ、宇宙ｦ滅ｽﾙｺﾄﾉ@でｷﾙ力がｺｺﾆｱﾙ！！0?I","[UNTRANSLATED]","This is it! The power to obliterate the universe!",byId,1.00
s_001567,Alshark (System disk).hdm,0x07C68D,"開発ﾊ、順調ﾄﾊｲｴﾝが、@必ず間ﾆ合ﾜｾﾃﾐｾﾙ。0_4$","[UNTRANSLATED]","Development's rough, but I'll make it in time.",byId,1.00
s_001576,Alshark (System disk).hdm,0x07DE4D,"Ｇ・ナックルﾊ、@最高だぜ、ｵｲ。0_4$","[UNTRANSLATED]","Hey, this G-Knuckle is the best!",byId,1.00
s_001581,Alshark (System disk).hdm,0x07F63D,"最近、キャラクタｰ@変ﾜｯﾀﾝじｬﾅｲｶ？0_4$","[UNTRANSLATED]","You've been acting different lately.",byId,1.00
s_001583,Alshark (System disk).hdm,0x07FAA6,"じｬﾈｪ！@俺ﾆﾊ、ジョｰｯﾃ立派ﾅ名前が‥‥‥0_4$","[UNTRANSLATED]","It's not 'Scrap'! I've got a real name... Joe!",byId,1.00
s_001586,Alshark (System disk).hdm,0x0802BC,"ドゥムナﾊ、ｺﾉ時が@来ﾙｺﾄｦ予期ｼﾃｲﾀﾉﾈ。0_4$","[UNTRANSLATED]","So We-Dumnah knew this day would come.",byId,1.00
s_001589,Alshark (System disk).hdm,0x0816D1,"だ？！ｺｿｺｿｼｬべｯﾃﾝじｬﾈｪぞ！@ｵﾏｴﾗ、ﾅﾝｶ心当ﾀﾘがｱﾙﾝじｬﾅｲだﾛｳﾅ？0_4$","[UNTRANSLATED]","What's all this whispering?! You guys better not be hiding something!",byId,1.00
s_001600,Alshark (System disk).hdm,0x00DA48,"癌ｬP監W顰!_[2","[UNTRANSLATED]","[DATA CORRUPT]",byId,1.00
s_001601,Alshark (System disk).hdm,0x051181,"覚ｴﾃﾙﾉ？@昔、ずｲぶﾝ一緒ﾆ遊ﾝでﾓﾗｯﾀﾉﾖ。0_4$","[UNTRANSLATED]","Don't you remember? We used to play together.",byId,1.00
s_001613,Alshark (System disk).hdm,0x05482C,"乗ｯﾃﾐﾃｪだﾛｳ？@だがﾅｧ、残念ﾅがﾗｺｺﾆﾊﾅｲﾝだ。0_4$","[UNTRANSLATED]","Bet you wanna ride it. Too bad it's not here.",byId,1.00
s_001615,Alshark (System disk).hdm,0x055A45,"突然、１発ﾉ銃声が鳴ﾘ響ｲﾀ。0?I","[UNTRANSLATED]","Suddenly, a gunshot rang out.",byId,1.00
s_001618,Alshark (System disk).hdm,0x0586DF,"私ﾉｺﾉ手で、ｵﾏｴ達ﾉﾊﾗﾜﾀｦ引ｷずﾘ出ｼﾃﾔﾙﾖ。@ｿﾚｦ考ｴﾙﾄｵｶｼｸﾃﾀﾏﾗﾝﾜ。0_4$","[UNTRANSLATED]","I'll rip out your guts myself. The very thought makes me giddy.",byId,1.00
s_001619,Alshark (System disk).hdm,0x058A33,"戦ｲﾉｻﾅｶﾆ、@3サイコシｰルド6ｦ身ﾆﾂｹﾀ。0?I","[UNTRANSLATED]","A Psycho Shield appears mid-battle!",byId,1.00
s_001630,Alshark (System disk).hdm,0x060AB5,"亡骸ｦ抱ｷ@6ｼﾒ、咆哮ｼﾀ。0_6ｿﾉ時‥‥‥0_‥‥シ‥ン‥‥‥$","[UNTRANSLATED]","He clutched the body and roared. Then... ...Si...on...",byId,1.00
s_001631,Alshark (System disk).hdm,0x060C05,"頭がｲｶﾚﾁﾏｯﾀﾉｶ？0_6皆が、心配ｼﾀﾉﾓ無理ﾊﾅｲ。6ｼｶｼ、$","[UNTRANSLATED]","Has he lost it? No wonder they were worried. But,",byId,1.00
s_001632,Alshark (System disk).hdm,0x0624C2,"何ﾉｺﾄだｶ、ｻｯぱﾘだ。@ﾓｯﾄ、具体的ﾆ教ｴﾃｸﾚｨ。0_4$","[UNTRANSLATED]","What are you talking about? Spit it out!",byId,1.00
s_001633,Alshark (System disk).hdm,0x062AA6,"聞ｲﾃﾁｮｳだｲ。@今、彼ﾗﾄ戦ｯﾃﾓ、私ﾀﾁﾆ@勝ﾁ目ﾊﾅｲﾜ。0_4$","[UNTRANSLATED]","Listen to me. If we fight them now, we can't win.",byId,1.00
s_001634,Alshark (System disk).hdm,0x062BD9,"バカﾅｺﾄｦ言ｯﾃﾊｲｹﾏｾﾝ0ｱﾅﾀﾊ今、彼ﾗﾆ全ﾃ話ｼﾃｼﾏｯﾀでﾊｱﾘﾏｾﾝｶ。0_4$","[UNTRANSLATED]","Don't be ridiculous! You just spilled everything to them.",byId,1.00
s_001640,Alshark (System disk).hdm,0x0668BA,"今ｺｿサｰトスﾉ遺跡ｦ@訪ﾚﾙﾉでｽ。0_4$","[UNTRANSLATED]","Now, to the ruins of Sathos",byId,1.00
s_001641,Alshark (System disk).hdm,0x066A89,"名ｦ、6初ﾒﾃ呼び捨ﾃで呼ﾝだ。0_4$","[UNTRANSLATED]","The first time you said my name.",byId,1.00
s_001644,Alshark (System disk).hdm,0x0674F2,"ヤｰクｰ老師が道ｦ示ｼﾃｸﾚﾙｺﾄでｼｮｳ。0?C","[UNTRANSLATED]","Let Master Yaku be your guide.",byId,1.00
s_001649,Alshark (System disk).hdm,0x069524,"シングルﾉベットﾊｷﾂｸﾃ@ｼｮｳがﾈｪｶﾗﾅ！0_4$","[UNTRANSLATED]","A single bed's way too cramped!",byId,1.00
s_001651,Alshark (System disk).hdm,0x06A7EE,"バｰツｻﾝ。@ｱﾚﾅﾗ、今、ｵ届ｹﾆ上がﾛｳﾄ思ｯﾃｲﾀﾄｺﾛでｽ。0_4$","[UNTRANSLATED]","Mr. Barts. Funny you should ask, I was just heading out.",byId,1.00
s_001658,Alshark (System disk).hdm,0x06CD6A,"通行証ｦｵ持ﾁでｽﾈ。@ｿﾚでﾊ、ｵ通ﾘｸだｻｲ。0?I","[UNTRANSLATED]","Your papers are in order. Go ahead.",byId,1.00
s_001661,Alshark (System disk).hdm,0x06E23D,"良ｶﾛｳ。@ｺﾉ件ﾊ、$
。@ｵﾏｴﾆ全ﾃ任ｾﾀぞ！0_4$
5ﾊｲ。ｱﾘがﾄｳござｲﾏｽ。0_6$
ﾊ、$","[UNTRANSLATED]","Alright. The mission's all yours. Don't let me down! / Yes, sir. Thank you.",byId,1.00
s_001662,Alshark (System disk).hdm,0x06E70A,"ば、惑星ヒュリスﾆ向ｶｳ@ｼｶｱﾙﾏｲ。0_4$","[UNTRANSLATED]","Our only choice is Planet Hyulis.",byId,1.00
s_001663,Alshark (System disk).hdm,0x06E962,"全ﾃ、陛下ﾉｵｶげでｽ。@ｱﾘがﾄｳござｲﾏｼﾀ。0_4$","[UNTRANSLATED]","We owe it all to you, Your Majesty.",byId,1.00
s_001664,Alshark (System disk).hdm,0x06EBE5,"ギｰデルﾊ、ｿﾁ達ﾄ@行動ｦ共ﾆｽﾙﾄｲｳﾉじｬﾅ。0_4$","[UNTRANSLATED]","So, Duke Giedel will accompany you?",byId,1.00
s_001665,Alshark (System disk).hdm,0x06F3E6,"アルシャｰクが母星ﾉ@ｺﾄﾖ。0_4$","[UNTRANSLATED]","Alshark is our homeworld.",byId,1.00
s_001671,Alshark (System disk).hdm,0x073888,"待ｯﾃﾛﾖ。@何ｶデｰタが残ｯﾃｲﾅｲｶ調べﾃﾐﾙ。0?C","[UNTRANSLATED]","Hold on. I'll see if there's any data left.",byId,1.00
s_001674,Alshark (System disk).hdm,0x07572C,"２人ﾄﾓｺｺﾏでｸﾚば、ｱﾄﾊ6意地だｹだ！@06負ｹﾙﾅ、$","[UNTRANSLATED]","You've both come so far! It's all guts now!",byId,1.00
s_001676,Alshark (System disk).hdm,0x076BFF,"強烈ﾅ精神波動ﾆ@6身震ｲｼﾀ。0_4$","[UNTRANSLATED]","Such a powerful psychic wave...",byId,1.00
s_001685,Alshark (System disk).hdm,0x07FD2F,"ラミュｰﾊ肉体ﾄ共ﾆ@滅ｽﾙ法ﾄｲｯﾃｲﾀﾅ。0_4$","[UNTRANSLATED]","He said the power dies with the body.",byId,1.00
s_001692,Alshark (System disk).hdm,0x0813BF,"達がぐずぐず@ｼﾃﾔがﾙｶﾗ、ｺﾝﾅｺﾄﾆ@ﾅｯﾁﾏｳﾝだﾖ！0_4$","[UNTRANSLATED]","This is what happens when you drag your feet!",byId,1.00
s_001693,Alshark (System disk).hdm,0x081ADE,"惑星マｰズﾆ行ｹﾙﾉがｲﾔﾆｳﾚｼｿｳだｯﾀが、@ﾅﾝｶｱﾙﾉｶ？0_4$","[UNTRANSLATED]","He seemed awfully happy about going to Mars. Why?",byId,1.00
s_001703,Alshark (System disk).hdm,0x017555,"じｬｱ、@>>>>>>>>>ｦ格納庫ｶﾗ@搬出ｼﾃｵｸぞ。","[UNTRANSLATED]","OK, getting the >>>>>>>>> from the hangar.",byId,1.00
s_001710,Alshark (System disk).hdm,0x05292C,"でﾊ、ｵ部屋ﾉ方ﾆご案内ｲﾀｼﾏｽ。0?C","[UNTRANSLATED]","Right this way to your room.",byId,1.00
s_001712,Alshark (System disk).hdm,0x053564,"久ｼぶﾘじｬﾅｲｶ。@今日ﾊ、何ｶ飲ﾑｶｨ？0_4$","[UNTRANSLATED]","Long time no see. What'll you have?",byId,1.00
s_001717,Alshark (System disk).hdm,0x05504E,"壁越ｼﾆ、微ｶﾆ話ｼ声が聞ｺｴ6ﾃｸﾙ。0_4$","[UNTRANSLATED]","Muffled voices from the next room.",byId,1.00
s_001718,Alshark (System disk).hdm,0x0582FD,"恐ﾚﾃｲﾀ遺志ｦ継ぐ者ｶｨ。@ｱｱ、ﾖ～ｸ聞ｲﾃｲﾙﾄﾓ。0_4$","[UNTRANSLATED]","The heir I feared... Yes, I've heard of you.",byId,1.00
s_001719,Alshark (System disk).hdm,0x0595B8,"手ｦｵｲﾀ。0_6ｿﾉ掌が、青ﾉ粉で彩ﾗﾚﾙ。0_4$","[UNTRANSLATED]","His hand was coated in blue dust.",byId,1.00
s_001724,Alshark (System disk).hdm,0x05ABB8,"話ｽｳﾁﾆ、ｿﾚﾏで@6心ﾆ張ﾘﾂﾒﾃｲﾀﾓﾉが切ﾚﾀ6ﾉだﾛｳ。$","[UNTRANSLATED]","As he spoke, something inside him broke.",byId,1.00
s_001725,Alshark (System disk).hdm,0x05AC07,"どｳｼﾁﾏｯﾀｯﾃﾝでｨ。@男ﾉ子が泣ｸﾓﾝじｬﾈｪﾔﾅ。0_4$","[UNTRANSLATED]","Hey, what's with the waterworks? Toughen up!",byId,1.00
s_001727,Alshark (System disk).hdm,0x05B4A2,"だｯﾃﾝだ。@ｺﾝﾅｺﾄｼﾃ、ﾀだでｽﾑﾄでﾓ思ｯﾃﾔがﾙﾉｶ？！0_4$","[UNTRANSLATED]","What the--! You think you can get away with this?!",byId,1.00
s_001729,Alshark (System disk).hdm,0x05B8BD,"どｳｶｼﾀﾝでｽｶじｬﾈｪ！@ｵ嬢ﾁｬﾝが居ﾅｸﾅｯﾁﾏｯﾀﾝだﾖ！！0_4$","[UNTRANSLATED]","'What's wrong?' What's WRONG?! The girl is gone!",byId,1.00
s_001735,Alshark (System disk).hdm,0x05DB33,"バッカ野郎！！！@ﾉﾝびﾘｼﾃﾝじｬﾈｪ！）0_4$","[UNTRANSLATED]","You idiot! We don't have time for this!",byId,1.00
s_001736,Alshark (System disk).hdm,0x05DC39,"チッ、面倒ﾅｺﾄﾆﾅﾙ前ﾆ@行ｸぞ！！0?I","[UNTRANSLATED]","Tch! Let's go. This'll be a pain.",byId,1.00
s_001740,Alshark (System disk).hdm,0x060CA3,"心ｦ。@決ｼﾃ、悲ｼﾏﾅｲで。@私ﾊ、ｲﾂﾓｱﾅﾀﾄ一緒ﾆｲﾙﾜ。0_6ｿｼﾃ、$","[UNTRANSLATED]","Don't be sad. I'm always here, in your heart.",byId,1.00
s_001744,Alshark (System disk).hdm,0x061B08,"頬ｦﾂﾀｳ涙ｦ親指で6ﾇぐｲ去ｯﾀ。0_4$","[UNTRANSLATED]","He brushed away her tears.",byId,1.00
s_001746,Alshark (System disk).hdm,0x062693,"ハッ！ばｶばｶｼｲ。@で、何ｦｼﾆｷﾀﾄｲｳﾝだ。0_4$","[UNTRANSLATED]","Hah! Ridiculous. What's your business here?",byId,1.00
s_001749,Alshark (System disk).hdm,0x062B14,"ハッ！ばｶばｶｼｲ。@ｿﾝﾅｺﾄ・・・0_4$","[UNTRANSLATED]","Hah! Don't make me laugh.",byId,1.00
s_001750,Alshark (System disk).hdm,0x062B71,"何ｦ相談ｼﾃｲﾙﾉでｽｶ。@ｻｱ、一緒ﾆ来ﾃﾓﾗｲﾏｼｮｳｶ。0_4$","[UNTRANSLATED]","Whatever you're plotting, it's over. Come along.",byId,1.00
s_001751,Alshark (System disk).hdm,0x062D6E,"アルシャｰク。@今回ﾊ、ﾔﾗﾚﾀｺﾄﾆｼﾃｵｲﾃﾔﾛｳ。0_4$","[UNTRANSLATED]","Alshark. You got lucky this time.",byId,1.00
s_001752,Alshark (System disk).hdm,0x063AEB,"だが、ｿﾚﾓ今日ﾏでﾉｺﾄ。@ｵﾓｼﾛｲ物ｦ見ｾﾃﾔﾛｳ！0_6$","[UNTRANSLATED]","But that ends today! Now for a real treat!",byId,1.00
s_001755,Alshark (System disk).hdm,0x06471B,"娘5ホグラﾉ町ﾍﾖｳｺｿ。0@ｺﾚ、何ﾄﾅｸ使ｯﾃﾐﾀｶｯﾀﾉﾖﾈ。","[UNTRANSLATED]","Welcome to Hogura! ...Always wanted to say that.",byId,1.00
s_001756,Alshark (System disk).hdm,0x0659FA,"仕方がｱﾘﾏｾﾝ。@上で待ｯﾃｲﾃｸだｻｲ。0_4$","[UNTRANSLATED]","Alright. I'll meet you upstairs.",byId,1.00
s_001757,Alshark (System disk).hdm,0x065C32,"達ﾉ手ﾊ、緑色ﾉ粉で@6彩ﾗﾚﾃｲﾀ。0_4$","[UNTRANSLATED]","Green dust coated their hands.",byId,1.00
s_001759,Alshark (System disk).hdm,0x067657,"気ｦﾂｹﾃ。@ｺﾉ先ﾆﾊ、ガスが立ﾁｺﾒﾃ@ｲﾙﾖｳだﾜ。0_4$","[UNTRANSLATED]","Be careful. There's a thick gas up ahead.",byId,1.00
s_001760,Alshark (System disk).hdm,0x0678D6,"掌が、銀色ﾉ粉で彩ﾗﾚ6ﾙ。0_6$","[UNTRANSLATED]","The palm is dusted silver.",byId,1.00
s_001764,Alshark (System disk).hdm,0x06A92C,"どﾅ。0@ﾖｼｯ、俺ﾆﾏｶｾﾄｷﾅ。@ｺﾉ裏で待ｯﾃﾃｸﾚ。@ｲｲ物ｦ持ｯﾃｷﾃﾔﾙﾖ！0?I","[UNTRANSLATED]","Alright, leave it to me. Wait back here. I'll bring ya the goods!",byId,1.00
s_001769,Alshark (System disk).hdm,0x06E7F2,"じｬ。@ギｰデル、餞別ｦ渡ｼﾃﾔﾚ。0_4$
5ﾊｯ！0_6$","[UNTRANSLATED]","Giedel, a parting gift. Yes, sir!",byId,1.00
s_001771,Alshark (System disk).hdm,0x06FC8A,"が、ドゥムナﾉ遺志ﾄｲｳ@ﾓﾉ。0_4$","[UNTRANSLATED]","But it is We-Dumnah's will.",byId,1.00
s_001787,Alshark (System disk).hdm,0x076173,"思念が、6警告ｦ告げﾙ。0_4$","[UNTRANSLATED]","A vision... a warning.",byId,1.00
s_001794,Alshark (System disk).hdm,0x07DBFB,"能書ｷﾀﾚﾃﾙ暇がｱｯﾀﾗ、@ｻｯｻﾄ造ﾘｬｱｲｲだﾛｳが！0_4$","[UNTRANSLATED]","Quit your yappin' and get to work!",byId,1.00
s_001798,Alshark (System disk).hdm,0x07F20C,"マｰズﾆ属ｽﾙ宇宙港ﾆｼﾃﾓ@ｿｳだ。0_4$","[UNTRANSLATED]","It's the same at Mars's ports.",byId,1.00
s_001805,Alshark (System disk).hdm,0x0808CE,"喧嘩ｼﾃﾙｹど、２人ﾄﾓ@ﾎﾝﾄﾊ仲がｲｲﾝじｬﾅｲ？0_4$","[UNTRANSLATED]","You two bicker, but you're friends, right?",byId,1.00
s_001807,Alshark (System disk).hdm,0x080C06,"じ様ｯﾃ、見ｶｹﾆﾖﾗず、@人脈がｱﾙﾉﾈ。0_4$","[UNTRANSLATED]","The old man's surprisingly connected.",byId,1.00
s_001808,Alshark (System disk).hdm,0x080EAA,"考ｴﾃﾝだｶ！@どｳｾ、ﾔﾛｳﾄ考ｴﾃﾙｺﾄﾊ同じﾅﾝだﾛ？0_4$","[UNTRANSLATED]","What's to think about? We want the same thing!",byId,1.00
s_001810,Alshark (System disk).hdm,0x0814D7,"トｰミュﾉ野郎。@ｷﾀﾈｪ手ﾂｶｲﾔがｯﾃ。0_4$","[UNTRANSLATED]","Tomyu, that scum... what a low blow.",byId,1.00
s_001811,Alshark (System disk).hdm,0x081913,"フン、ｱﾝﾅザコ。@簡単ﾆﾋﾈﾘ潰ｼﾃﾔﾙﾖ！0_4$","[UNTRANSLATED]","Hmph. These chumps? I'll crush 'em!",byId,1.00
s_001814,Alshark (System disk).hdm,0x081BA6,"達ﾊ、ｻｯｿｸビデオレタ6ｰｦ見ﾃﾐﾙｺﾄﾆｼﾀ。0_6$","[UNTRANSLATED]","They watched the video letter right away.",byId,1.00
s_001816,Alshark (System disk).hdm,0x0832FA,"アトライア、発進ｼﾏｽ。0?I","[UNTRANSLATED]","Atlia, all systems go.",byId,1.00
s_001819,Alshark (System disk).hdm,0x001F29,"レベルアップ！！1@0$","[UNTRANSLATED]","Level Up!!",byId,1.00
s_001822,Alshark (System disk).hdm,0x0515D9,"じｬｱ、決ﾏﾘﾈ。0@ﾅﾆ、どｳｼﾀﾉ・・・？0_4$","[UNTRANSLATED]","Then it's settled. ...What's the matter?",byId,1.00
s_001835,Alshark (System disk).hdm,0x054D06,"だﾄ！@間違ｲﾅｲﾝだﾅ、二人ﾄﾓ。0_4$","[UNTRANSLATED]","You're sure? Both of you?",byId,1.00
s_001837,Alshark (System disk).hdm,0x055426,"が現ﾚ6ﾀ。ｿﾉ顔ﾊ、不安ﾆ包ﾏﾚﾃｲ6ﾙ。0_4$","[UNTRANSLATED]","He appeared, looking deeply troubled.",byId,1.00
s_001838,Alshark (System disk).hdm,0x0558F9,"ゾリアス兵5ｵｯﾄ、銃ﾊｼﾏｯﾃｵｲﾃｸﾚﾖ。0_6ｼｶｼ、$","[UNTRANSLATED]","Zolius Soldier: Easy now. No need for guns.",byId,1.00
s_001840,Alshark (System disk).hdm,0x0568C6,"だ、ｺｲﾂﾊ‥‥。@ﾅﾝで、ｿﾝﾅｺﾄﾏで聞ｷﾔがﾙﾝだ？）0_4$","[UNTRANSLATED]","(Blast it... Why does he need to know that?)",byId,1.00
s_001842,Alshark (System disk).hdm,0x057398,"ＦＲＡＭＥ＆ＥＮＧＩＮＥ5ｻﾃ、どﾉﾖｳﾅパｰツがｵ好ﾐでｼｮｳｶ？0?N","[UNTRANSLATED]","FRAME & ENGINE: So, what kind of parts are you looking for?",byId,1.00
s_001844,Alshark (System disk).hdm,0x057B6D,"でﾊ、ｵ部屋ﾆご案内ｲﾀｼﾏｼｮｳ。0?C","[UNTRANSLATED]","Right this way to your room.",byId,1.00
s_001846,Alshark (System disk).hdm,0x05871F,"ヒャｰッハッ！！@ｻｱ、誰ｶﾗﾆｼﾖｳｶﾈｪ。0?C","[UNTRANSLATED]","Gwahaha! Now, who wants to die first?",byId,1.00
s_001847,Alshark (System disk).hdm,0x058A04,"精神波ﾊ、私ﾆ@通用ｼﾅｲﾖ！！0_4$","[UNTRANSLATED]","Your mind tricks won't work!",byId,1.00
s_001849,Alshark (System disk).hdm,0x059530,"でｲﾜﾚﾝでﾓ。0@・・・ｺｺでﾏｯﾄﾙﾖ。0?C","[UNTRANSLATED]","You don't gotta tell me. I'll wait.",byId,1.00
